"Skyline Painted Trash Receptacle",44.959176,-93.27816
"Water Power Park",44.984083,-93.254742
"Coffman Plaque",44.973473,-93.23458
"Regents Professors Plaque",44.97498,-93.233785
"Wulling Hall Ornamental Wreaths",44.976056,-93.237478
"Kite Tree Marker",44.972168,-93.237903
"The Armory",44.977358,-93.232512
"Major Disciplinary Awards Professional and Scholarly Societies",44.974961,-93.228889
"Tate Hall Science Puzzles",44.975269,-93.234006
"Comstock Hall",44.972478,-93.236908
"Helical Structure",44.973885,-93.237374
"The Bent Of ΤΒΠ",44.974529,-93.233772
"Rapson Oak Grove Geologic Inscription and Monument",44.97679,-93.233477
"Distinguished Teachers",44.974824,-93.236454
"Medical School Adytum",44.972228,-93.233356
"Dr Jackson Memorial Portrait",44.973479,-93.233762
"Spanish-American War Memorial",44.977097,-93.232797
"East River Parkway",44.970208,-93.230271
"Amundson Hall Glass Fins with Dichroic Film",44.973825,-93.233103
"University Post Office",44.973195,-93.236049
"Housing Office",44.972116,-93.236621
"Caleb D Dorr Memorial Fountain",44.977712,-93.235738
"Grand Rounds Scenic Byway Marker",44.972357,-93.237956
"College Republicans Mural",44.973515,-93.238029
"Weisman Art Museum",44.973253,-93.237282
"Rapson Copper Inscription",44.97652,-93.233417
"Lillehei Heart Institute",44.970871,-93.232812
"Macro Molecule",44.97333,-93.232802
"Ornamental Arch",44.974821,-93.237653
"Anthropology Club Mural",44.973305,-93.237741
"MIFA Observatory",44.975194,-93.23496
"Globe Statue",44.9739,-93.232338
"Scott Hall Frescoed Facade and Entrance",44.976852,-93.236822
"Sevareid Journalism Library",44.974709,-93.234265
"Scholars' Walk Mural",44.974892,-93.232202
"University of Minnesota: Walte",44.975274,-93.235914
"East River Flats",44.971192,-93.235956
"David Lilly Plaza",44.976369,-93.234308
"Nicholson Ornamental Lamp And Entrance",44.977301,-93.235593
"Frederick J. Wulling Plaque",44.976349,-93.23733
"620 Fulton",44.970192,-93.228968
"Space Physics Laboratories Plaque",44.975048,-93.234473
"Campus Design",44.975794,-93.235074
"Elliott Hall Plaque",44.976436,-93.236969
"Johnston Hall",44.97585,-93.236823
"Platonic Figure",44.974872,-93.23322
"Thunder Bolt Planters",44.973065,-93.235875
"Fish Bike Rack",44.973612,-93.237237
"Eddy Hall Sculptures",44.977436,-93.23651
"Malcolm Moos Memorial Plaque",44.973423,-93.231714
"Edwin H. Hewitt House",44.962854,-93.27499
"Old Portage Trail Marker",44.97312,-93.238031
"Appleby Hall Dedication ",44.974926,-93.237122
"Elliot Memorial",44.972699,-93.232321
"University Of Minnesota Sign",44.976191,-93.237844
"Dome Fountain Courtyard",44.974522,-93.234516
"Walter Historic Gold Inlaid Architecture",44.975257,-93.236237
"Williamson Hall",44.977208,-93.235019
"Goldy Statue Legacy Donors",44.972946,-93.23501
"Nolte Steampunk Face Sculpture",44.977126,-93.234027
"Yudof Hall Basketball Court",44.971853,-93.236809
"David W Hamilton Memorial Plaque",44.973251,-93.234285
"Pillsbury Tower",44.976984,-93.234204
"Robert H Bruininks Hall",44.974373,-93.23744
"Rapson Raingarden",44.976482,-93.232917
"Amundson Pillars",44.973972,-93.233776
"Periodic Table at Kolthoff Hall",44.973939,-93.235756
"John Tate Memorial Plaque",44.975544,-93.234555
"Semple Mansion",44.962834,-93.279696
"U Of Minnesota Boathouse",44.970089,-93.232245
"Ford Columns and Ornamental Facade",44.973919,-93.234983
"Sculptural Entryway At Former Bell Museum",44.977674,-93.232953
"Steampunk Face Sculpture ",44.977195,-93.236666
"Fresh Foods",44.978622,-93.231691
"Golden Anchor",44.983201,-93.239504
"Stone Mirrors",44.978096,-93.23925
"East Folwell Gargoyle",44.978258,-93.234129
"Standing Stones",44.977932,-93.222847
"Southeast Como Mural",44.98407,-93.231034
"Mirror Head",44.978543,-93.224082
"Siebert Field",44.982718,-93.229842
"Class of 1878 Memorial Stone",44.978176,-93.236639
"University Storehouse Shops Facade",44.979601,-93.23486
"U of MN Gate",44.969159,-93.227275
"The Corner Park",44.969629,-93.228046
"Van Cleve Park ",44.985459,-93.230541
"Varsity Theatre",44.980804,-93.236831
"Martha Kading Labyrinth",44.982433,-93.236927
"Bierman Field",44.983696,-93.231232
"Jane Sage Cowles Stadium",44.98078,-93.22963
"Alice Shevlin Hall Ornate Entrance And Inscription ",44.978235,-93.237602
"Gibson-Nagurski Athletic Center",44.981935,-93.232549
"Purple Onion Cafe",44.980044,-93.237649
"Sports Pavilion Map",44.975986,-93.227183
"Historic Annie's Parlour ",44.979989,-93.236363
"Golden Wedge Fountain at University of Minnesota",44.974788,-93.228568
"TCF Plaza Fountains",44.976805,-93.226169
"McNamara Alumni Center",44.974835,-93.227893
"One-two-three, Tony Smith",44.974409,-93.227466
"Dircks South Plaza Plaque @ Seibert Field",44.981707,-93.23033
"University Lutheran Church Of Hope",44.983186,-93.235669
"Folwell Hall",44.978496,-93.235122
"Toppled Stones",44.977678,-93.222153
"John Sargent Pillsbury Statue",44.978248,-93.236901
"Spiritual Mural",44.973772,-93.226682
"Dinky Dome",44.978892,-93.234755
"Minnesota Tribal Nations Plaza",44.976842,-93.226444
"Pizza Mural",44.973716,-93.226177
"Victorian Stone Chapter House",44.982147,-93.237608
"Ronald McDonald House",44.970119,-93.226193
"Pedalando",44.972307,-93.226882
"Regents Of The University",44.974595,-93.228411
"Williams Arena",44.976662,-93.227465
"Cardiac Vasculature Sculpture",44.977496,-93.221478
"West Folwell Gargoyle",44.97827,-93.235054
"Aquatic Center",44.975393,-93.228659
"Historic Eddy Hall Weathervane",44.977865,-93.236718
"Jean Doran Kraus Memorial Garden ",44.982407,-93.237701
"Minnesota Hillel",44.978673,-93.234136
"Gymnast Goldy Plaque",44.979136,-93.237518
"Burton Fresco and Facade",44.977952,-93.237192
"Welcome to Dinkytown",44.980377,-93.235143
"Sky Utility Box",44.980417,-93.235983
"Williamson Hall",44.97799,-93.23538
"Minneapolis LDS Institute Of Religion",44.980661,-93.239093
"M Stone Crest/Plaque ",44.978852,-93.239526
"Pioneering Spirits",44.979384,-93.238086
"Steel Towers",44.97842,-93.239984
"Positively 4th Street",44.980856,-93.237224
"Ficenko Memorial Garden",44.981943,-93.230313
"SECIA Mural ",44.984643,-93.230595
"Historic Knoll Slab Bench",44.978489,-93.237149
"Golden M Bridge",44.979911,-93.238306
"In Honor of William S. Pattee",44.978824,-93.237932
"Regis Center for Art",44.969602,-93.242421
"Cedar-Riverside Station Color Sculpture",44.968591,-93.25117
"Masher",44.96767,-93.247621
"Historic Star-Tribune Tower",44.990243,-93.275916
"Mauer In The News",44.989598,-93.276781
"The Minnesota Opera Building",44.989162,-93.274251
"Acme Comedy Club",44.989806,-93.275172
"Perry D. Smith Dedication ",44.992366,-93.274748
"Information Pavilion ",44.99152,-93.274149
"Lucy At Star Tribune",44.990069,-93.276218
"James I. Rice West River Park",44.992263,-93.275079
"Prospect Park",44.969767,-93.212683
"Light Rail - Wheel Art",44.967943,-93.207205
"Central Minneapolis Post Office",44.983318,-93.265082
"Minneapolis George Washington ",44.983501,-93.266685
"Hennepin Avenue Bridge",44.984656,-93.264802
"Foundation of the River Rock",44.985495,-93.26561
"The  Conductor",44.980926,-93.262745
"Federal Reserve Bank of Minneapolis 9th District",44.984248,-93.267204
"Second Hennepin Bridge Memorial Plaque",44.984839,-93.265507
"Bike Triplets",44.97057,-93.214752
"Pinwheel Light",44.984179,-93.269848
"The House of John H. Stevens",44.98417,-93.26375
"Historic Commercial Building",44.984906,-93.268538
"St. Anthony Falls Historic District",44.984044,-93.266819
"13 Worms",44.984255,-93.264002
"Indians at the Falls",44.983483,-93.262828
"Original Flagpole of Met Stadium ",44.981137,-93.277114
"Commutator Foundry Co.",44.985186,-93.268935
"Native Carving",44.98563,-93.266557
"Glass Spheres",44.981719,-93.262846
"Historic Site Of Northwestern Hide & Fur Co.",44.985561,-93.269036
"Regardless of the Prognosis Plaque",44.981328,-93.267732
"Frogs - Along the Mississippi ",44.984425,-93.26412
"Foster House",44.984731,-93.267901
"Milwaukee Road Depot",44.98024,-93.263745
"Velo Bike Rack",44.983852,-93.269318
"Bridge Square To The Gateway",44.984258,-93.264986
"Bridge 27636",44.984222,-93.265669
"Chicago House Hotel",44.985245,-93.268611
"Footprints in Time 1887",44.979703,-93.263008
"Historic Banks Building",44.990668,-93.252696
"Nicollet is Open for Business",44.985701,-93.261438
"Pizza Nea",44.988047,-93.255921
"Minneapolis Riverplace Sun Room",44.986717,-93.258269
"Memorial Tree",44.986868,-93.255692
"Beemster Dairy Cow",44.987248,-93.255101
"Saint Francis Statue at Our Lady of Lourdes",44.986726,-93.257437
"La Rive Sculpture",44.986139,-93.257587
"Greetings Minneapolis Mural",44.990667,-93.253304
"Chute Square Sun Dial",44.987164,-93.255624
"Riverplace",44.986034,-93.2584
"Former Totino's Plaque ",44.989362,-93.25303
"Aveda Institute Mural",44.987384,-93.253936
"Historic Brown Ryan Stables",44.986371,-93.258466
"Lourdes Square 1984",44.986235,-93.258652
"Nord Haus Entry",44.989705,-93.256012
"Lunds Stele",44.986999,-93.254871
"Otter's Saloon",44.990626,-93.251951
"Hennepin And Central Ave Map",44.988917,-93.253945
"Riverplace Indoor Fountain",44.986184,-93.257973
"Lady of Lourdes Fountain",44.987046,-93.257591
"Aveda Tree",44.987567,-93.25322
"Whiteys Saloon",44.988433,-93.2547
"Boat in the Sky",44.987193,-93.258937
"The Last Slice",44.959475,-93.288511
"Leaning Tower of Pizza Mural",44.959202,-93.288325
"Ecopolitan Restaurant",44.958617,-93.287846
"Khazana Gifts and Art",44.960102,-93.287748
"Grainbelt Beer Mural",44.961013,-93.288358
"The Wedge Co-op",44.961532,-93.287849
"Chute Square",44.986546,-93.255263
"Rudolphs",44.962788,-93.287749
"Lyndale And Franklin Pedestrian Bridge",44.964225,-93.288456
"Saint Anthony Falls Historic District Marker",44.987978,-93.256664
"The Ard Godfrey House",44.98673,-93.25537
"Peek A Boo Art Mural",44.98872,-93.254599
"Ukranian Center",44.990584,-93.261562
"Glam Doll Donuts ",44.989586,-93.252817
"Pillsbury Hall",44.97705,-93.234521
"Caroline Crosby House",44.961549,-93.275448
"Historic Commercial Building",44.987832,-93.256365
"City Salvage",44.990244,-93.253774
"First Advent Church",44.959369,-93.277514
"Conga Latin Bistro",44.989135,-93.253417
"Fire Mountain at Punch Pizza",44.987657,-93.256898
"Treehouse Meter Box",44.9865,-93.254343
"Kramarczuk's Deli",44.987808,-93.257221
"Staircase Fountain",44.987815,-93.258636
"Benjamin F. Nelson Memorial",44.986519,-93.257605
"Rooftop Greenspace Walkway",44.986495,-93.258091
"Public Art 20",44.988624,-93.257005
"Minneapolis Park",44.986537,-93.259134
"Nord Haus Sculpture ",44.989422,-93.256331
"St John Baptist De La Salle Statute",44.987473,-93.261831
"I Like You, I Like You",44.990137,-93.254082
"Church of Aveda",44.987933,-93.253515
"Bees Mural",44.986841,-93.258648
"The Church of Our Lady of Lourdes",44.986708,-93.257842
"Mac's Industrial Sports Bar",44.987186,-93.254301
"Veg Mural",44.958348,-93.278085
"Richard Chute Square",44.98697,-93.25599
"Sisters of Saint Joseph Carondelet Ministry Center",44.960587,-93.27806
"Historical South East Library",44.986343,-93.254674
"Spyhouse Espresso Bar and Gallery",44.957435,-93.277729
"Molecular Hive Sculpture",44.987037,-93.258786
"Swan/Pipe",44.991101,-93.249762
"Red Stag Statue ",44.990353,-93.253469
"Mosaic Boulders",44.987055,-93.24936
"Prop Warehouse Spiral Door",44.991638,-93.245255
"Church of Minneapolis",44.985904,-93.249707
"Eliza Winston",44.9857,-93.2586
"Painted Banner",44.986814,-93.24944
"Headflyer Brewery",44.991659,-93.243833
"Read Books ",44.986446,-93.249755
"Legends Island Oasis",44.991626,-93.24665
"Merriam Street Bridge",44.985915,-93.259644
"Grove Street",44.988175,-93.262092
"Nye's Bar and Polonaise Room",44.987202,-93.258324
"Wilde Roast Cafe",44.985703,-93.257827
"Lion Guardian Spirit",44.990348,-93.252543
"Surdyk's",44.988355,-93.256001
"Bridge 27636",44.98615,-93.262471
"Luther Gage Johnson Store",44.983725,-93.24758
"Exposition Building and Tower",44.982831,-93.24839
"Thomas F Andrews House Statute",44.983328,-93.248011
"Pillsbury Mill Sculpture",44.982086,-93.24925
"Sprout Bike Rack",44.981834,-93.249512
"Winslow House Hotel Sculpture",44.982046,-93.249006
"Octavius House Sculpture ",44.983322,-93.248646
"Lucy Wilder Morris",44.981559,-93.250187
"Minnesota Riverfront Legend",44.98113,-93.250163
"Earl Brown House",44.983135,-93.248449
"Evan's Scholars' House: Twin Cities",44.983858,-93.240756
"University of Minnesota Sign",44.981012,-93.240711
"Pillsbury's Best Flour From Behind Building",44.982628,-93.249021
"Portaging Around the Falls",44.981486,-93.250666
"John Dudley House Sculpture",44.982382,-93.249
"Peter Lees House Statute",44.983527,-93.24782
"Sigma Alpha Mu House",44.983386,-93.240986
"Gamma Phi Beta House: UMN",44.982065,-93.242028
"Father Hennepin Bluffs",44.98113,-93.250687
"Fr Hennepin Park Bandstand",44.981826,-93.251071
"Looking Out The Window",44.984792,-93.2469
"Sixth Ave Stroll Art Plaque",44.983926,-93.24801
"Fishy Fishy ",44.981617,-93.249839
"Alpha Chi Omega House",44.982128,-93.242683
"Winthrop School Sculpture",44.982736,-93.248759
"Recycled Glass Mosaic",44.981477,-93.244455
"Alpha Theta Tau Chapter House",44.98417,-93.240416
"Wilson Library",44.970963,-93.24294
"History Club Mural",44.972744,-93.242462
"Love Power Ministries",44.973296,-93.248911
"Minnesota Varnishes",44.974337,-93.254881
"Izzy’s Ice Cream Minneapolis ",44.976439,-93.252106
"Welcome to Cedar Riverside Mural",44.970512,-93.247582
"Distance Learning",44.97031,-93.243264
"Town Hall Brewery Mural",44.973349,-93.2476
"Anderson Hall",44.972359,-93.242329
"University of Minn. Tech Center",44.975496,-93.252549
"Companion Cube or Picnic Table",44.972701,-93.244456
"Ordovician Pore",44.977709,-93.251861
"Aloft Spheres",44.976659,-93.255079
"Verizon Gate Obelisk",44.9726,-93.255862
"Prophecy of the Ancients",44.977022,-93.25316
"I Want to Hold Your Hand",44.976928,-93.257275
"Molecule by Mark di Suvero",44.977556,-93.254035
"Gold Medal Park",44.977092,-93.253589
"Fish Mural ",44.9709,-93.250753
"Boxes at Rarig Center",44.970636,-93.242858
"Carlson School of Management Ball",44.970387,-93.24483
"Rarig Center",44.97071,-93.242557
"Marcy Holmes Mural",44.986661,-93.238018
"Carlson School of Management ",44.970089,-93.244588
"Shoe Tree",44.972508,-93.241972
"Minitex Library Information",44.973193,-93.243091
"Marcy Holmes Community Garden",44.986609,-93.238511
"The West Bank Plaza",44.972116,-93.242742
"A Global University",44.970939,-93.244344
"Future Business Leaders Mural",44.972944,-93.241544
"A Place On The River ",44.972933,-93.242719
"Lighted Kiosk",44.97283,-93.24308
"West Bank Community Garden Sign",44.970492,-93.243657
"Pre Med AMSA Mural",44.972656,-93.241241
"Metal Bird",44.972061,-93.245519
"Mondale Hall",44.973463,-93.244987
"West Bank Heron",44.969916,-93.241907
"UMN Welcome Wall ",44.975285,-93.24938
"Birdcage",44.971813,-93.246799
"Grand Marc Plaque",44.973031,-93.246271
"Freedom is Hammered Out on the Anvil",44.970915,-93.24514
"Peeled Back",44.972318,-93.24704
"Public Service Legacy ",44.971368,-93.242803
"Obelisk Silhouette",44.973433,-93.242396
"Ferguson Outdoor Theater",44.971444,-93.242213
"Station 280",44.987821,-93.206588
"Trask Worship Center",44.968751,-93.261428
"Elliot Park",44.969018,-93.259853
"T.J Jones Memorial Library",44.968675,-93.260396
"I.O Miller Hall",44.969333,-93.261165
"Asbury Hospital Cornerstone ",44.968995,-93.261204
"Mississippi River Goddess Sculpture",44.986156,-93.266533
"Boom Island Playground",44.991291,-93.267625
"Muse Event Center",44.986013,-93.270136
"Fisher Box Building",44.985866,-93.26991
"Bear Claw Bench",44.991575,-93.265757
"Nicollet Island-Boom Island Pedestrian Bridge",44.990868,-93.265868
"Stone Bench With Markings",44.991807,-93.265186
"A Seed to a Tree",44.988999,-93.268723
"Swirly Sculpture ",44.98703,-93.267372
"Grain Belt Beer Sign",44.986155,-93.263447
"Worm Ball",44.987976,-93.263854
"St John Baptist de la Salle",44.986995,-93.26406
"Gazebo A",44.992397,-93.26969
"Fountain at the Lofts",44.986258,-93.272773
"B.F. Nelson Park",44.992157,-93.263583
"James I. Rice Parkway ",44.988643,-93.26892
"Father Louis Hennepin",44.985935,-93.26297
"Berman Brothers Building",44.986033,-93.269755
"Cedar Lake Trail",44.986414,-93.266528
"Electric Fetus",44.962593,-93.270318
"Pop Orange",44.968177,-93.272022
"Park Elder Center",44.967948,-93.264894
"The Normandy",44.973419,-93.267509
"Picturing Peace Power Box",44.975567,-93.265756
"Guthrie - Chekhov & Tennessee ",44.978403,-93.255337
"Trailrace Skyline",44.97966,-93.255454
"Art vs Engineering",44.97845,-93.25571
"Historic Stone Arch Cinema",44.984693,-93.255666
"National Scenic Byway Info Map",44.985647,-93.259947
"Gold Medal Flour",44.978858,-93.255893
"A Changing Landscape",44.979944,-93.258052
"Underground Dam",44.983111,-93.256667
"Viking Totem Pole",44.985512,-93.260141
"William de la Barre",44.98308,-93.26241
"Wooden Mill Lady ",44.979113,-93.257148
"Pettingill's Wonderful Water",44.982206,-93.251286
"Millstone",44.980315,-93.258428
"Guthrie Water Fountain",44.977832,-93.256132
"NE Information Kiosk ",44.984214,-93.254935
"Nicollet Island Pavilion Fountain",44.984749,-93.260381
"Washington Avenue Decline",44.979053,-93.262163
"Guthrie Theatre",44.978218,-93.256178
"The Beauty of Nature and the Falls",44.978931,-93.255755
"Historic Pillsbury Power Box Mural",44.9839,-93.253634
"Bell of Two Friends Commemorative Plaque",44.985028,-93.261393
"Going with the Flow",44.982966,-93.255881
"The Washburn and Pillsbury Clans",44.981819,-93.260767
"The Whirlpool",44.98472,-93.25686
"Franklin Steele",44.983618,-93.253515
"The Barrel-Makers' Co-ops",44.982122,-93.261255
"Historic Milling District",44.980613,-93.258825
"Bridges Of St. Anthony Main ",44.980555,-93.256854
"Power on the East Side",44.983941,-93.254342
"Philip W. Pillsbury Dedication Stone At Pillsbury Park Grand",44.983235,-93.253006
"Nautilus",44.978133,-93.254206
"Gold Medal Park Plaque",44.977746,-93.253363
"History Of Milling Technology",44.978832,-93.257699
"The Falls Evolve",44.982742,-93.257278
"Hydroelectricity",44.98338,-93.255191
"Old Mill Ruins",44.980454,-93.258081
"A Horseshoe for The River",44.983252,-93.257527
"Fr. Hennepin Park - Driveshaft",44.982653,-93.251489
"Views of Gold Medal Flour Architecture",44.977778,-93.254493
"Washburn A Mill Memorial ",44.979507,-93.257474
"Mill City Museum",44.978802,-93.257227
"Symbols on the Skyline",44.98522,-93.257717
"Welcome to the Aster",44.984545,-93.254739
"The Upper Mississippi River: Our Gateway To The World",44.980874,-93.257386
"Guthrie Theater Cantilevered Bridge",44.978443,-93.255032
"New Uses for Old Mills",44.98112,-93.25963
"Nicollet Island Outdoor Amphitheater",44.984742,-93.259409
"Outdoor Stream Lab",44.982622,-93.255806
"History of the Mississippi River",44.979502,-93.254741
"Reshaping The Island",44.982962,-93.256309
"North Star Blankets",44.979774,-93.258462
"Bell of Two Friends",44.985119,-93.261559
"Mill City",44.979324,-93.256938
"West River Parkway ",44.977773,-93.251357
"Stalk Mural",44.984505,-93.256391
"Harnessing Waterpower",44.983798,-93.254851
"Musical Bike Racks",44.979509,-93.260718
"Pillsbury ""A"" Mill",44.983707,-93.253201
"Mill Ruins Park ",44.978761,-93.254841
"Water:",44.980062,-93.258783
"I35W Bridge Collapse Memorial",44.978248,-93.251936
"Railroad Wheel Art",44.980501,-93.261692
"Main Street Builds",44.984446,-93.255674
"Sensory Garden",44.977967,-93.256346
"The Heritage Of Hydro",44.979805,-93.25525
"Changing Vistas",44.983225,-93.257115
"The Pillsbury A Mill",44.982924,-93.252023
"Mayan Wall Art",44.973408,-93.226883
"Nils Hasselmo Memorial Plaque ",44.973259,-93.234563
"Swirl Sculpture",44.977848,-93.234734
"Bordertown Coffee Cafe",44.978983,-93.233699
"Keegan's Irish Pub",44.988435,-93.256839
"Masonic Memorial Building",44.971661,-93.230505
"Cronin Memorial at Pioneer House",44.95999,-93.276639
"MacArthur Fellows",44.975048,-93.231862
"National Book Award Monument",44.974968,-93.231291
"Peace Pole Church Of Hope",44.983664,-93.235273
"Peace Planters",44.980756,-93.236085
"337 Oak Grove",44.967215,-93.284479
"Burrito Loco Mural",44.981473,-93.236363
"Sports Pavilion",44.977332,-93.22914
"Lyle French Bust ",44.973247,-93.233246
"Spirit of St Stephen's Catholic Church Community",44.960126,-93.276463
"Underground Building",44.976483,-93.232465
"The Parting Shot",44.972842,-93.234821
"Gothic Facade and Entrance ",44.978148,-93.234581
"The Sadman Mural",44.991176,-93.25061
"Bequest Memorial Bench",44.972068,-93.2323
"University Plaque",44.974199,-93.232431
"Spanning the Sciences",44.974955,-93.235799
"Vern Mattson Fund",44.978673,-93.236275
"Holmes Park",44.986704,-93.251166
"314 Clifton Court",44.966271,-93.284162
"Skyway Clock",44.973057,-93.233799
"Guggenheim Fellowships Monument",44.974948,-93.229372
"Driven to Discover Mural",44.979799,-93.235958
"Louis O Foss Memorial Woodcarving",44.972789,-93.231529
"Armory in Autumn",44.976846,-93.23225
"Riverplace Fountain",44.986465,-93.258811
"Sushipus",44.980047,-93.236003
"Women In Science And Medicine",44.972048,-93.231984
"St Lawrence Catholic Church ",44.983084,-93.23661
"The Warrior",44.962306,-93.248489
"Palmer's Bar",44.96886,-93.247447
"Augsburg College",44.967301,-93.240756
"Rail Bridge Historic Marker",44.978779,-93.240255
"Albert Lasker Award Monument",44.974915,-93.229968
"Cedar Cultural Statue",44.969003,-93.247084
"Weather Underground Meeting Hall",44.969367,-93.246235
"Cedar Cultural Center",44.969494,-93.247337
"Robert Sparboe Skyway",44.969559,-93.244475
"Intercontinental Video Sales and Rentals",44.968177,-93.247063
"Burning Bush",44.96603,-93.241731
"Trinity Lutheran Congregation",44.968651,-93.243836
"Andrew Riverside Presbyterian Church",44.9842,-93.244271
"Boynton Health Mural",44.972228,-93.234022
"Community Peace Gardens",44.965272,-93.248076
"""Self Made"" Sculpture",44.982908,-93.250217
"African Development Center Of Minnesota",44.968661,-93.244391
"Ship Crankcase",44.981918,-93.250265
"Currie Park Playground",44.969628,-93.250982
"Cedar Riverside Mural",44.969269,-93.247618
"Cedar Riverside People's Center",44.968953,-93.243938
"Northrop Auditorium Inscription",44.976133,-93.235425
"Korean Medical School War Memorial",44.972239,-93.232497
"Metal Ring Statue",44.977666,-93.23502
"Corner Coffee",44.985731,-93.276384
"Hennepin Lintel Piece",44.972305,-93.229517
"West River Parkway - 25th St",44.957339,-93.217973
"Soap Factory Sculpture ",44.98337,-93.249799
"Chess At 3rd & 8tb",44.988079,-93.280155
"Golden Reliever",44.988023,-93.27585
"Rapson Geographic Stone Garden",44.976766,-93.233147
"Tubular Bells",44.972994,-93.232455
"AHC Academy for Excellence Wall",44.972964,-93.232
"First Congregational Church",44.984863,-93.242785
"Minnesota Planetarium Society",44.975288,-93.234454
"William Henry Eustis Bust",44.971929,-93.23295
"Carlson Namesake Statue",44.97051,-93.245436
"Earl W Bowman Hall",44.972478,-93.285301
"Clock Tower At 19th Ave Ramp",44.970894,-93.245817
"35W Memorial Bridge ",44.977634,-93.244656
"City of Lakes",44.97911,-93.266498
"Stained Glass Revolving Door",44.97274,-93.261664
"University Medical Device Center",44.972404,-93.231797
"Emerson Newton Implement Company Building Decorative Nameplate",44.976471,-93.258637
"Metro Transit Station and Parking Ramp C",44.982197,-93.273652
"James and Carmen Campbell Plaza",44.969824,-93.245255
"The Wells of Destiny at 7th Street",44.969982,-93.255711
"Before I Die",44.984945,-93.27204
"Henry Hartig Memorial Lecture Hall   ",44.974685,-93.232545
"Log Balanced Kids",44.976569,-93.256396
"Thresher Square",44.97667,-93.259102
"Education in the Streets",44.961644,-93.191244
"Grain Medallion ",44.97652,-93.261628
"University YMCA",44.977301,-93.230748
"Bailey Building",44.970473,-93.246338
"Grape Mural at Bev's Wine Bar",44.984165,-93.273102
"National Medal of Science Monument ",44.974926,-93.230729
"Hands of Peace",44.977537,-93.258502
"Ralph Rapson Hall",44.976296,-93.233197
"Smiley Sculpture",44.978193,-93.265418
"Man in Motion",44.98494,-93.265996
"Gateway to the West",44.984418,-93.266356
"Crump's Clubhouse and Snackbar",44.975495,-93.2561
"Gateway Park",44.974132,-93.195072
"Bluff Street Park",44.976295,-93.244022
"Periscope",44.97569,-93.255105
"EEB Fountain",44.985535,-93.183043
"Gnome in the Window",44.975344,-93.254863
"The Shoeshine Boy",44.980384,-93.262602
"Strutwear Knitting Company",44.971591,-93.25688
"Ferguson Hall Architecture",44.970786,-93.241897
"Orangutans Love PBR  Mural",44.974945,-93.252992
"BCS Offices",44.970268,-93.254046
"Elliot Park Donation Marker",44.970148,-93.259948
"Fountain On University Ave",44.97081,-93.214326
"Untitled Sculpture in Stainless Steel",44.980792,-93.266567
"Van Cleve Baseball Diamond",44.987712,-93.23308
"Voya Stone Monoliths",44.982211,-93.26799
"West Bank Arts Quarter",44.970116,-93.241991
"ING Fountain",44.982853,-93.267228
"Bohemian Flats",44.975867,-93.241586
"Building a Bridge",44.985008,-93.26566
"Turbine Statue and Plaque",44.976529,-93.232194
"Currie Park",44.970015,-93.250518
"Marcy Park Gazebo",44.985776,-93.237697
"Grace University Lutheran Church Art",44.972663,-93.230521
"West Bank ArtTrash ",44.969803,-93.247155
"Southeast Christian Church ",44.98694,-93.230189
"Helix Art",44.974919,-93.23262
"Utility Box Art",44.991316,-93.230699
"The Policeman",44.980063,-93.26326
"MINNESOTA",44.981521,-93.231403
